OBJECT_NAME	OBJECT_ID	NA	OBJECT_TYPE	OPS_STATUS_CODE	OWNER
SL-7 DEB	1970006C	70006C	DEB	D	CIS
SL-7 DEB	1970006D	70006D	DEB	D	CIS
COSMOS 322	1970007A	70007A	PAY	D	CIS
SL-3 R/B	1970007B	70007B	R/B	D	CIS
THORAD AGENA D DEB	1969082DT	69082DT	DEB	D	US
THORAD AGENA D DEB	1969082DU	69082DU	DEB	D	US
THORAD AGENA D DEB	1969082DV	69082DV	DEB	D	US
ITOS 1 (TIROS M)	1970008A	70008A	PAY	-	US
OSCAR 5 (AO-5)	1970008B	70008B	PAY	-	AUS
DELTA 1 R/B	1970008C	70008C	R/B	NA	US
THORAD AGENA D DEB	1969082DW	69082DW	DEB	D	US
THORAD AGENA D DEB	1969082DX	69082DX	DEB	D	US
THORAD AGENA D DEB	1969082DY	69082DY	DEB	D	US
THORAD AGENA D DEB	1969082DZ	69082DZ	DEB	NA	US
SERT 2	1970009A	70009A	PAY	NA	US
COSMOS 323	1970010A	70010A	PAY	D	CIS
SL-3 R/B	1970010B	70010B	R/B	D	CIS
OHSUMI	1970011A	70011A	PAY	D	JPN
OPS 0054 (DMSP 5A F1)	1970012A	70012A	PAY	-	US
THOR BURNER 2 R/B	1970012B	70012B	R/B	NA	US
SL-6 PLAT	1970013B	70013B	DEB	D	CIS
SL-6 R/B(1)	1970013C	70013C	R/B	D	CIS
THORAD AGENA D DEB	1969082EA	69082EA	DEB	D	US
MOLNIYA 1-13	1970013A	70013A	PAY	D	CIS
SL-6 R/B(2)	1970013D	70013D	R/B	D	CIS
COSMOS 324	1970014A	70014A	PAY	D	CIS
SL-7 R/B	1970014B	70014B	R/B	D	CIS
COSMOS 325	1970015A	70015A	PAY	D	CIS
SL-3 R/B	1970015B	70015B	R/B	D	CIS
OPS 0440	1970016A	70016A	PAY	D	US
OPS 3402	1970016B	70016B	PAY	D	US
DIAL-WIKA	1970017A	70017A	PAY	D	GER
DIAL-MIKA & DIAMANT R/B	1970017B	70017B	PAY	D	FR
COSMOS 326	1970018A	70018A	PAY	D	CIS
SL-3 R/B	1970018B	70018B	R/B	D	CIS
THORAD AGENA D DEB	1969082EB	69082EB	DEB	D	US
METEOR 1-3	1970019A	70019A	PAY	D	CIS
SL-3 R/B	1970019B	70019B	R/B	D	CIS
COSMOS 327	1970020A	70020A	PAY	D	CIS
SL-7 R/B	1970020B	70020B	R/B	D	CIS
NATO 2A	1970021A	70021A	PAY	-	NATO
DELTA 1 R/B	1970021B	70021B	R/B	NA	US
COSMOS 328	1970022A	70022A	PAY	D	CIS
SL-4 R/B	1970022B	70022B	R/B	D	CIS
COSMOS 329	1970023A	70023A	PAY	D	CIS
SL-4 R/B	1970023B	70023B	R/B	D	CIS
THORAD AGENA D DEB	1969082EC	69082EC	DEB	D	US
COSMOS 330	1970024A	70024A	PAY	D	CIS
SL-8 R/B	1970024B	70024B	R/B	D	CIS
NIMBUS 4	1970025A	70025A	PAY	-	US
TOPO 1	1970025B	70025B	PAY	NA	US
COSMOS 331	1970026A	70026A	PAY	D	CIS
SL-3 R/B	1970026B	70026B	R/B	D	CIS
OPS 7044 (VELA 12)	1970027A	70027A	PAY	NA	US
THORAD AGENA D R/B	1970025C	70025C	R/B	NA	US
OPS 7033 (VELA 11)	1970027B	70027B	PAY	NA	US
COSMOS 332	1970028A	70028A	PAY	NA	CIS
SL-8 R/B	1970028B	70028B	R/B	NA	CIS
APOLLO 13 CM	1970029A	70029A	PAY	D	US
SATURN 5 R/B	1970029B	70029B	R/B	D	US
